,y_test,y_pred,y_proba_0,y_proba_1,testind
0,1,1,0.04123985690853678,0.9587601430914632,472
1,1,1,0.23595240847896468,0.7640475915210353,473
2,1,1,0.17288548855093877,0.8271145114490611,474
3,1,1,0.018929521386989178,0.9810704786130108,475
4,1,1,0.023098813641012607,0.9769011863589874,476
5,1,0,0.8809461717923354,0.11905382820766464,477
6,1,1,0.08050638619470092,0.9194936138052991,478
7,1,0,0.7675564573232945,0.23244354267670558,479
8,1,1,0.0020101993507628756,0.9979898006492371,480
9,1,0,0.5885182419140004,0.4114817580859996,481
10,1,1,0.004544966121066385,0.9954550338789335,482
11,0,1,0.3687963769461951,0.631203623053805,483
12,1,1,0.10417189921372405,0.8958281007862758,484
13,1,1,0.10639978044117711,0.8936002195588229,485
14,1,1,0.028765129938758748,0.9712348700612413,486
15,1,1,0.16339291441005224,0.8366070855899478,487
16,1,1,0.0684931367368518,0.9315068632631484,488
17,1,1,0.4115517549611055,0.5884482450388944,489
18,1,1,0.029119671831603133,0.9708803281683969,490
19,1,0,0.8616180431383735,0.13838195686162638,491
20,1,0,0.8267523083654978,0.17324769163450218,492
21,1,1,0.021712057061301103,0.9782879429386988,493
22,1,0,0.615087253310817,0.38491274668918296,494
23,1,1,0.14237717314248585,0.8576228268575141,495
24,1,1,0.14595605065877068,0.8540439493412293,496
25,1,1,0.0061117951037888306,0.9938882048962112,497
26,1,1,0.0997223542939649,0.900277645706035,498
27,1,1,0.4162467401985537,0.5837532598014462,499
28,1,0,0.7897621381432589,0.2102378618567411,500
29,1,1,0.4312902908819649,0.568709709118035,501
30,1,0,0.7345516981588525,0.2654483018411476,502
31,1,1,0.1485218752665301,0.85147812473347,503
32,1,1,0.2242037100337972,0.7757962899662028,504
33,1,1,0.30698380600434655,0.6930161939956534,505
34,1,1,0.038882690815487696,0.9611173091845124,506
35,1,1,0.2871460648506048,0.7128539351493952,507
36,1,1,0.004370541052062138,0.9956294589479379,508
37,1,1,0.20947522497527568,0.7905247750247243,509
38,1,0,0.932546549909903,0.06745345009009693,510
39,1,1,0.007359922518782347,0.9926400774812176,511
40,1,0,0.5719538015108563,0.42804619848914377,512
41,1,1,0.30287413014065356,0.6971258698593464,513
42,1,1,0.4753858984950285,0.5246141015049715,514
43,1,1,0.31291036335099687,0.6870896366490031,515
44,1,1,0.003703094241787763,0.9962969057582123,516
45,1,0,0.9373597374523894,0.06264026254761054,517
46,1,0,0.805220445589538,0.19477955441046207,518
47,1,1,0.006368799552941185,0.9936312004470589,519
48,1,1,0.3656723683094979,0.6343276316905022,520
49,1,1,0.478714051276813,0.521285948723187,521
50,1,1,0.0717117883629181,0.9282882116370818,522
51,1,0,0.73232230808665,0.2676776919133501,523
52,1,0,0.7120645303245761,0.28793546967542394,524
53,1,1,0.04292726155101403,0.957072738448986,525
54,1,1,0.030819418447950886,0.9691805815520491,526
55,1,1,0.43768969136476843,0.5623103086352316,527
56,1,1,0.08553537090181604,0.9144646290981839,528
57,1,1,0.3963332395487381,0.6036667604512619,529
58,1,1,0.007749955062306446,0.9922500449376935,530
59,1,1,0.17775924956043043,0.8222407504395696,531
60,1,1,0.06291425511515344,0.9370857448848465,532
61,1,1,0.15646102504054485,0.8435389749594553,533
62,1,1,0.006436602574353745,0.9935633974256464,534
63,1,0,0.5920279758370165,0.40797202416298345,535
64,1,1,0.012172885622128949,0.9878271143778712,536
65,1,1,0.2908349727589543,0.7091650272410457,537
66,1,1,0.43685389516193274,0.5631461048380674,538
67,1,1,0.02789430706134253,0.9721056929386573,539
68,1,1,0.005907858385607967,0.9940921416143919,540
69,1,1,0.23434288532007744,0.7656571146799225,541
70,1,1,0.3015857207345463,0.6984142792654537,542
71,1,1,0.0025425255954235394,0.9974574744045764,543
72,1,1,0.030474863052594482,0.9695251369474054,544
73,1,1,0.003700410928289921,0.9962995890717101,545
74,1,1,0.03949646557189039,0.9605035344281095,546
75,1,1,0.2253970096607479,0.7746029903392521,547
76,1,1,0.06018905602281699,0.9398109439771829,548
77,1,1,0.4334699737828309,0.5665300262171691,549
78,1,1,0.028105850392553068,0.9718941496074469,550
79,0,0,0.9266229378960263,0.07337706210397366,551
80,1,0,0.8896588667785046,0.11034113322149533,552
81,1,1,0.033847142809490124,0.9661528571905098,553
82,1,1,0.09612292598411458,0.9038770740158855,554
83,1,0,0.9595414553415653,0.04045854465843472,555
84,1,1,0.42133138864060704,0.578668611359393,556
85,1,1,0.03084425310466381,0.9691557468953361,557
86,1,1,0.007652654263316694,0.9923473457366834,558
87,1,1,0.0035802240689497777,0.9964197759310502,559
88,1,1,0.44295444624911884,0.5570455537508812,560
89,1,1,0.05086889914267425,0.9491311008573258,561
90,1,0,0.7264500734815409,0.27354992651845916,562
91,1,1,0.036317591404934534,0.9636824085950655,563
92,1,1,0.00023281601795119844,0.9997671839820488,564
93,1,1,0.11652193188936348,0.8834780681106367,565
94,1,1,0.010598769863709468,0.9894012301362907,566
95,1,1,0.1909424017977152,0.8090575982022848,567
96,1,1,0.024525715100637925,0.975474284899362,568
97,1,0,0.6041290058145787,0.3958709941854213,569
98,1,1,0.27908421789696936,0.7209157821030306,570
99,1,0,0.5689697390604211,0.4310302609395788,571
100,1,1,0.07870213513361371,0.9212978648663863,572
101,1,1,0.20314412879134194,0.7968558712086581,573
102,1,1,0.001610710629665979,0.998389289370334,574
103,1,0,0.8007280982969306,0.19927190170306958,575
104,1,1,0.02171443481043025,0.9782855651895698,576
105,1,1,0.1778059949492397,0.8221940050507601,577
106,1,1,0.31063265195329565,0.6893673480467044,578
107,1,1,0.06822519984115086,0.9317748001588491,579
108,1,0,0.9926192957457403,0.007380704254259759,580
109,1,1,0.00127419207943813,0.9987258079205619,581
110,1,1,0.451561180436632,0.548438819563368,582
111,1,1,0.44351980539163305,0.556480194608367,583
112,1,0,0.5187759635166349,0.48122403648336504,584
113,1,1,0.08757286172059091,0.9124271382794091,585
114,1,1,0.2195719422169911,0.7804280577830089,586
115,1,1,0.246143798324373,0.753856201675627,587
116,1,1,0.2403306762942007,0.7596693237057993,588
117,1,1,0.02175476509834804,0.9782452349016519,589
118,1,1,0.13058988034036786,0.8694101196596321,590
119,1,0,0.7837085833426527,0.21629141665734739,591
120,1,1,0.44329551763845193,0.5567044823615481,592
121,1,0,0.7952012180568382,0.20479878194316187,593
122,1,1,0.01708336233024559,0.9829166376697545,594
123,1,0,0.5525341277463796,0.44746587225362033,595
124,1,1,0.230912950874924,0.769087049125076,596
125,1,0,0.7682312048737975,0.23176879512620246,597
126,1,1,0.034775932186031124,0.9652240678139687,598
127,1,0,0.9429220444385626,0.057077955561437466,599
128,1,1,0.009129567035250563,0.9908704329647495,600
129,1,1,0.014047552747328251,0.9859524472526718,601
130,1,1,0.2483014864586884,0.7516985135413116,602
131,1,1,0.048648987785962626,0.9513510122140374,603
132,1,1,0.03745689629575035,0.9625431037042496,604
133,1,1,0.013208596334632495,0.9867914036653677,605
134,1,1,0.1523520479240616,0.8476479520759383,606
135,1,1,0.007469051440448804,0.9925309485595513,607
136,1,1,0.25553337005863497,0.7444666299413649,608
137,1,0,0.5759925398016177,0.42400746019838226,609
138,1,1,0.20618496486008916,0.7938150351399108,610
139,1,1,0.26175458348826697,0.738245416511733,611
140,1,0,0.684873598423453,0.3151264015765471,612
141,1,1,0.10432916699954431,0.8956708330004556,613
142,1,1,0.10083572405718481,0.8991642759428153,614
143,1,1,0.05564221429904696,0.944357785700953,615
144,1,1,0.23223200050487555,0.7677679994951244,616
145,1,1,0.04780980706696243,0.9521901929330376,617
146,1,1,0.021926403049873967,0.9780735969501262,618
147,1,1,0.025301933902091855,0.974698066097908,619
148,1,0,0.5932163318662997,0.40678366813370015,620
149,1,0,0.9725782135348684,0.027421786465131697,621
150,1,0,0.6129036552425656,0.38709634475743426,622
151,1,0,0.8751535216454451,0.12484647835455487,623
152,1,1,0.008592949445235299,0.9914070505547647,624
