,y_test,y_pred,y_proba_0,y_proba_1,testind
0,1,1,0.2266213995270018,0.7733786004729982,944
1,1,1,0.35723719256682596,0.642762807433174,945
2,1,1,0.07313218338982094,0.9268678166101789,946
3,1,1,0.0004195271916515253,0.9995804728083485,947
4,1,1,0.09186219343407394,0.908137806565926,948
5,1,1,0.002500298211220975,0.9974997017887791,949
6,1,0,0.5376048956890748,0.4623951043109251,950
7,1,1,0.00305978695657807,0.9969402130434218,951
8,1,0,0.7830915445340982,0.2169084554659017,952
9,1,1,0.004358388145145354,0.9956416118548546,953
10,1,1,0.026385224194363465,0.9736147758056365,954
11,1,1,0.07781242368114565,0.9221875763188543,955
12,1,1,0.057599203726652615,0.9424007962733473,956
13,1,1,0.011680129318161514,0.9883198706818384,957
14,1,1,0.12389483704465183,0.8761051629553481,958
15,1,1,0.005294687215043514,0.9947053127849564,959
16,1,1,0.03842089644593301,0.9615791035540671,960
17,1,1,0.09208792548466169,0.9079120745153382,961
18,1,1,0.11268279876791783,0.8873172012320822,962
19,1,1,0.0300878156682741,0.969912184331726,963
20,1,1,0.039791926499037775,0.9602080735009622,964
21,1,0,0.9057952019132539,0.09420479808674612,965
22,1,1,0.36775744424257784,0.6322425557574222,966
23,1,1,0.056545729846071334,0.9434542701539286,967
24,1,0,0.6382159862963952,0.36178401370360475,968
25,1,1,0.0043695592850878425,0.9956304407149122,969
26,1,1,0.02615818945110058,0.9738418105488993,970
27,1,1,0.29636545365933686,0.7036345463406631,971
28,1,1,0.08763972635597257,0.9123602736440274,972
29,1,1,0.044708465384401964,0.9552915346155981,973
30,1,1,0.1119213448331607,0.8880786551668394,974
31,1,1,0.04677880013859903,0.953221199861401,975
32,1,0,0.7743252808755285,0.2256747191244714,976
33,1,1,0.002141663778013836,0.9978583362219862,977
34,1,1,0.031654777694461164,0.9683452223055389,978
35,1,1,0.10193195819219647,0.8980680418078035,979
36,0,0,0.921507046007644,0.07849295399235608,980
37,1,1,0.23318501495539593,0.766814985044604,981
38,1,1,0.03084160899442743,0.9691583910055727,982
39,1,1,0.05167335373236379,0.9483266462676362,983
40,1,1,0.13412560048186012,0.8658743995181398,984
41,1,1,0.02691082281963526,0.9730891771803647,985
42,1,1,0.2010622584842098,0.7989377415157902,986
43,1,1,0.45295288866391703,0.547047111336083,987
44,1,0,0.9647405442680338,0.03525945573196634,988
45,1,1,0.43398110048780236,0.5660188995121976,989
46,1,1,0.0015528228701214397,0.9984471771298786,990
47,1,1,0.020843794244836244,0.9791562057551637,991
48,1,1,0.002870372902693541,0.9971296270973063,992
49,1,0,0.7457480384283146,0.25425196157168534,993
50,1,0,0.6716451996823002,0.3283548003176998,994
51,1,0,0.783585265170325,0.2164147348296749,995
52,1,0,0.7181709718477548,0.2818290281522452,996
53,1,1,0.32359371265152437,0.6764062873484756,997
54,1,1,0.11310614119923743,0.8868938588007627,998
55,1,0,0.6138595792804041,0.38614042071959587,999
56,1,0,0.6974778187926577,0.3025221812073423,1000
57,1,1,0.019418020355490208,0.9805819796445098,1001
58,1,1,0.07357211025131702,0.9264278897486828,1002
59,1,0,0.5003641774242243,0.49963582257577566,1003
60,1,1,0.06817457330179155,0.9318254266982084,1004
61,1,0,0.728814687972138,0.27118531202786195,1005
62,1,1,0.08701804653365568,0.9129819534663444,1006
63,1,1,0.009293158817601621,0.9907068411823984,1007
64,1,1,2.8522467415914576e-05,0.9999714775325842,1008
65,1,1,0.12508069018173365,0.8749193098182664,1009
66,1,1,0.059130240350173245,0.9408697596498268,1010
67,1,1,0.030922873595068467,0.9690771264049316,1011
68,1,1,0.0008010719110517428,0.9991989280889483,1012
69,1,1,0.4852091258466175,0.5147908741533824,1013
70,1,1,0.13757176153410944,0.8624282384658905,1014
71,1,1,0.01283448780433578,0.9871655121956643,1015
72,1,1,0.26778486475101415,0.732215135248986,1016
73,1,1,0.004970680193908272,0.9950293198060918,1017
74,1,1,0.003904720145300811,0.9960952798546991,1018
75,1,0,0.7283678680476191,0.27163213195238095,1019
76,1,0,0.6165930260804189,0.38340697391958106,1020
77,1,0,0.7284855341707108,0.27151446582928923,1021
78,1,1,0.0008097973132815461,0.9991902026867183,1022
79,1,1,0.15763676739180602,0.842363232608194,1023
80,1,1,0.001313632584066915,0.9986863674159331,1024
81,1,1,0.000838506666503136,0.9991614933334969,1025
82,1,1,0.007019442849628054,0.992980557150372,1026
83,1,1,0.23212604824465227,0.7678739517553477,1027
84,1,0,0.5599871081591491,0.4400128918408509,1028
85,1,1,0.01261106333931492,0.987388936660685,1029
86,1,1,0.19583611755194913,0.8041638824480508,1030
87,1,1,0.034459949698572245,0.9655400503014278,1031
88,1,1,0.08853644730728875,0.9114635526927113,1032
89,1,0,0.8023065525098433,0.19769344749015677,1033
90,1,1,0.17998295976066753,0.8200170402393324,1034
91,1,1,0.0029402271654555443,0.9970597728345444,1035
92,1,1,0.26858473805867866,0.7314152619413214,1036
93,1,1,0.18714896429532285,0.8128510357046771,1037
94,1,1,0.07642692616113582,0.9235730738388643,1038
95,1,1,0.028212991420416157,0.9717870085795838,1039
96,1,1,0.0818281294077821,0.9181718705922179,1040
97,1,1,0.3859272069545069,0.6140727930454931,1041
98,1,1,0.020555555305636197,0.9794444446943638,1042
99,1,1,0.04983339977533101,0.950166600224669,1043
100,1,1,0.0447950766484128,0.9552049233515871,1044
101,1,1,0.004331266970276482,0.9956687330297236,1045
102,1,0,0.9346311713233932,0.06536882867660682,1046
103,1,0,0.9175774330698401,0.08242256693015988,1047
104,1,1,0.1646045874214501,0.8353954125785499,1048
105,1,1,0.2591888005608969,0.7408111994391031,1049
106,1,1,0.4876717501640586,0.5123282498359414,1050
107,1,1,0.0033290307832182452,0.9966709692167818,1051
108,1,1,0.01634399271531306,0.9836560072846868,1052
109,1,1,0.03160349208240045,0.9683965079175995,1053
110,1,1,0.07394278534124658,0.9260572146587535,1054
111,1,1,0.0025822142158391957,0.9974177857841608,1055
112,1,1,0.25633682346757514,0.7436631765324249,1056
113,1,1,0.16925134634267675,0.8307486536573233,1057
114,1,1,0.004546110836390072,0.99545388916361,1058
115,1,1,0.3228094728715902,0.6771905271284098,1059
116,1,1,0.10795973769786342,0.8920402623021367,1060
117,1,1,0.004462221081026873,0.9955377789189732,1061
118,1,1,0.003924665655434834,0.9960753343445653,1062
119,1,0,0.7050924666949974,0.2949075333050027,1063
120,1,1,0.04873626931516093,0.951263730684839,1064
121,1,1,0.08296549422527003,0.91703450577473,1065
122,1,1,0.015801557138964896,0.9841984428610353,1066
123,1,0,0.5598503449712909,0.44014965502870906,1067
124,1,1,0.007418768566961731,0.9925812314330382,1068
125,1,1,0.013257832158829497,0.9867421678411705,1069
126,1,1,0.00540028647684454,0.9945997135231555,1070
127,1,1,0.007200631373796141,0.9927993686262038,1071
128,1,1,0.0010113107793750186,0.998988689220625,1072
129,1,1,0.23025732650220032,0.7697426734977997,1073
130,1,1,0.028345952514034312,0.9716540474859657,1074
131,1,1,0.00042222563407927626,0.9995777743659208,1075
132,1,0,0.9950107495575768,0.0049892504424231465,1076
133,1,1,0.04150749510531495,0.9584925048946851,1077
134,1,1,0.0007394440057280294,0.9992605559942721,1078
135,1,1,0.08887423777550899,0.911125762224491,1079
136,1,1,0.2739205137013445,0.7260794862986554,1080
137,1,1,0.1104105632898545,0.8895894367101456,1081
138,1,1,0.00706422994362399,0.9929357700563759,1082
139,1,1,0.13996477141146352,0.8600352285885364,1083
140,1,1,0.008679256325595564,0.9913207436744045,1084
141,1,1,0.05057110374588385,0.9494288962541162,1085
142,1,1,0.05464948803699084,0.945350511963009,1086
143,1,0,0.509703044256025,0.490296955743975,1087
144,1,1,0.07242836684551232,0.9275716331544878,1088
145,1,0,0.9031519057886765,0.09684809421132345,1089
146,1,1,0.008195358652859563,0.9918046413471405,1090
147,1,1,0.002508078714386253,0.9974919212856138,1091
148,1,1,0.01357657676632058,0.9864234232336795,1092
149,1,1,0.002315678568552171,0.9976843214314478,1093
150,1,0,0.995245130852329,0.004754869147670971,1094
151,1,1,0.002771264151505215,0.9972287358484948,1095
152,1,1,0.39824985244312616,0.601750147556874,1096
153,1,1,0.018464921363197884,0.9815350786368022,1097
154,1,1,4.8397913678277504e-05,0.9999516020863218,1098
155,1,1,0.0002473330739344748,0.9997526669260655,1099
156,1,1,0.0059614772734662095,0.9940385227265338,1100
157,1,1,0.3463650411051008,0.6536349588948992,1101
158,1,1,0.15358090421235596,0.846419095787644,1102
159,1,1,0.006957047681037265,0.9930429523189627,1103
160,1,1,0.04797114935763165,0.9520288506423684,1104
161,1,1,0.270357449828649,0.729642550171351,1105
162,1,1,0.20586963078613846,0.7941303692138615,1106
163,1,1,0.0023827796389524593,0.9976172203610476,1107
164,1,0,0.6154537674684933,0.38454623253150666,1108
165,1,1,0.0025812939615068365,0.9974187060384931,1109
166,1,1,0.22661453512709215,0.7733854648729078,1110
167,1,1,0.10244285797620833,0.8975571420237916,1111
168,1,0,0.9473984774024814,0.05260152259751868,1112
169,1,1,0.32708216333969314,0.6729178366603069,1113
170,1,1,0.480695138335432,0.519304861664568,1114
171,1,1,0.02496002584516699,0.975039974154833,1115
172,1,1,0.05773735810717677,0.9422626418928232,1116
173,1,1,0.007211312636632527,0.9927886873633675,1117
174,1,1,0.010813683806632012,0.9891863161933679,1118
175,1,1,0.2599262287120808,0.7400737712879192,1119
176,1,1,0.009731579535638902,0.9902684204643611,1120
177,1,1,0.4160435154022843,0.5839564845977157,1121
178,1,1,0.06747580262946544,0.9325241973705346,1122
179,1,1,0.0015836220454499505,0.9984163779545501,1123
180,1,1,0.1861379877575911,0.813862012242409,1124
181,1,1,0.0005650966114762346,0.9994349033885237,1125
182,1,1,0.16196684766672861,0.8380331523332714,1126
183,1,1,0.20436737388459042,0.7956326261154095,1127
184,1,1,0.19495438599971435,0.8050456140002856,1128
185,1,0,0.8529180921110395,0.14708190788896033,1129
186,1,1,0.0807447910561255,0.9192552089438746,1130
187,1,1,0.09778120622453434,0.9022187937754657,1131
188,1,0,0.9418286183830737,0.05817138161692635,1132
189,1,0,0.682538655464823,0.31746134453517705,1133
190,1,0,0.818873269587901,0.18112673041209906,1134
191,1,0,0.9367218457483123,0.06327815425168763,1135
192,0,0,0.7065845239112816,0.2934154760887184,1136
193,1,1,0.05818758586633834,0.9418124141336616,1137
194,1,1,0.4657229601190176,0.5342770398809824,1138
195,1,1,0.09299037802935009,0.9070096219706499,1139
196,1,1,0.02525513919707729,0.9747448608029228,1140
197,1,1,0.11481859609773788,0.8851814039022621,1141
198,1,0,0.9504800535739145,0.049519946426085516,1142
199,1,0,0.5058447973999742,0.49415520260002577,1143
200,1,1,0.00607245550202753,0.9939275444979725,1144
201,1,1,0.03958846395497464,0.9604115360450255,1145
202,1,1,0.0028403070488268733,0.9971596929511731,1146
203,1,1,0.04251949815354765,0.9574805018464524,1147
204,1,1,0.13786953687004208,0.862130463129958,1148
205,1,0,0.9894148667552585,0.010585133244741553,1149
206,1,0,0.993324167804903,0.006675832195097207,1150
207,1,1,0.1388888106343537,0.8611111893656463,1151
208,1,1,0.2124549788529256,0.7875450211470744,1152
209,1,1,0.0006070449588832183,0.9993929550411169,1153
210,1,1,0.4341742705652494,0.5658257294347506,1154
211,1,1,0.0024023963830277716,0.9975976036169723,1155
212,1,1,0.015758734020728006,0.984241265979272,1156
213,1,1,0.0013795948048754615,0.9986204051951246,1157
214,1,1,0.0012192223493237009,0.9987807776506763,1158
215,1,1,0.1343567257762598,0.8656432742237403,1159
216,1,0,0.6333776144392512,0.3666223855607488,1160
217,1,1,0.002547905779811832,0.9974520942201881,1161
218,1,0,0.6976483691117857,0.30235163088821426,1162
