,y_test,y_pred,y_proba_0,y_proba_1
0,1.0,0.0,0.5723401705744259,0.42765982942557423
1,1.0,1.0,0.0559581480929545,0.9440418519070455
2,0.0,0.0,0.7714732264240721,0.22852677357592768
3,0.0,0.0,0.9902535923037089,0.009746407696291126
4,0.0,0.0,0.9629040041570581,0.03709599584294172
5,0.0,0.0,0.9804718193757603,0.01952818062423956
6,1.0,1.0,0.0736989735242378,0.9263010264757623
7,0.0,0.0,0.9576354767314319,0.042364523268568044
8,1.0,1.0,0.04374128507477393,0.9562587149252263
9,1.0,1.0,0.015054175269415404,0.9849458247305846
10,1.0,1.0,0.24693804889231083,0.753061951107689
11,0.0,0.0,0.8652641621075758,0.13473583789242405
12,0.0,0.0,0.8403658728873111,0.15963412711268873
13,0.0,0.0,0.9578867758683509,0.042113224131648905
14,0.0,0.0,0.8284097614305773,0.17159023856942254
15,0.0,0.0,0.9753075718080926,0.024692428191907485
16,0.0,0.0,0.9928672497635956,0.007132750236404336
17,0.0,0.0,0.9945989027036664,0.005401097296333598
18,0.0,0.0,0.9798697334319917,0.020130266568008346
19,1.0,0.0,0.9940079876587342,0.00599201234126582
20,0.0,0.0,0.9896529637041626,0.010347036295837582
21,1.0,1.0,0.0534119155984323,0.9465880844015677
22,0.0,0.0,0.9958012026946786,0.004198797305321214
23,1.0,1.0,0.053442217895773615,0.9465577821042264
24,1.0,1.0,0.05590653802772042,0.9440934619722794
25,1.0,1.0,0.22119160988991077,0.7788083901100891
26,0.0,0.0,0.5093944428313661,0.49060555716863397
27,0.0,0.0,0.9745494364301243,0.02545056356987562
28,1.0,1.0,0.3039993910100066,0.6960006089899935
29,1.0,1.0,0.011301981541863033,0.988698018458137
30,0.0,0.0,0.9639204761016312,0.036079523898368694
31,1.0,1.0,0.012071737719560138,0.9879282622804402
32,0.0,0.0,0.9864753690913627,0.01352463090863737
33,1.0,1.0,0.020136404917790597,0.9798635950822095
34,0.0,0.0,0.9887765645274694,0.011223435472530827
35,0.0,0.0,0.983662764012412,0.01633723598758813
36,0.0,0.0,0.9509107378447563,0.049089262155243604
37,0.0,0.0,0.9950320968983613,0.004967903101638503
38,0.0,0.0,0.8880290953345102,0.11197090466548956
39,0.0,0.0,0.579457729886184,0.42054227011381595
40,0.0,0.0,0.9701852042701551,0.029814795729844783
41,0.0,0.0,0.9416042815292208,0.058395718470779165
42,0.0,0.0,0.9886023790778328,0.011397620922167331
43,1.0,1.0,0.05036816987624641,0.9496318301237533
44,0.0,0.0,0.9867488496144154,0.013251150385584679
45,1.0,1.0,0.009032702766064642,0.9909672972339354
46,0.0,0.0,0.986397882709498,0.01360211729050182
47,0.0,0.0,0.9875466820799577,0.012453317920042341
48,1.0,1.0,0.40065811410428864,0.5993418858957114
49,0.0,0.0,0.6063460387817095,0.39365396121829066
50,0.0,0.0,0.9281660082869522,0.07183399171304768
51,1.0,1.0,0.037810170420711296,0.9621898295792889
52,1.0,1.0,0.09867483404989777,0.9013251659501023
53,1.0,1.0,0.03312840311223602,0.9668715968877638
54,0.0,0.0,0.9594555722476568,0.04054442775234325
55,1.0,1.0,0.342102906967655,0.6578970930323448
56,0.0,0.0,0.9700278042442839,0.02997219575571617
57,0.0,0.0,0.9377506437113963,0.0622493562886036
58,0.0,0.0,0.972427503940453,0.027572496059547213
59,0.0,0.0,0.8247136198459897,0.17528638015401038
60,0.0,0.0,0.9869245983858794,0.013075401614120446
61,1.0,1.0,0.035438968944196396,0.9645610310558037
62,1.0,1.0,0.07008951231194013,0.9299104876880598
63,0.0,0.0,0.992481275634298,0.007518724365702169
64,0.0,1.0,0.38965901711980916,0.6103409828801908
65,0.0,0.0,0.7665570506656192,0.23344294933438098
66,1.0,1.0,0.08592959624901639,0.9140704037509837
67,0.0,0.0,0.9891943671979619,0.010805632802038185
68,0.0,0.0,0.995433910631091,0.004566089368908883
69,1.0,1.0,0.04006724369954183,0.959932756300458
70,1.0,0.0,0.7206852007062723,0.2793147992937277
71,0.0,0.0,0.9693675182081611,0.0306324817918389
72,1.0,1.0,0.17656542350225662,0.8234345764977433
73,1.0,0.0,0.6610291933123376,0.33897080668766255
74,0.0,0.0,0.9967845766675711,0.00321542333242881
75,0.0,0.0,0.9756187943838306,0.024381205616169164
76,0.0,0.0,0.929491713538914,0.070508286461086
77,1.0,1.0,0.057045198146256595,0.9429548018537435
78,1.0,1.0,0.22789233002779005,0.7721076699722099
79,0.0,0.0,0.991406963561938,0.008593036438061821
80,1.0,1.0,0.10508270413355555,0.8949172958664444
81,0.0,0.0,0.9387873524653495,0.06121264753465048
82,0.0,0.0,0.9675494323726825,0.032450567627317545
83,0.0,0.0,0.8428858295653809,0.15711417043461895
84,0.0,1.0,0.14683437875216043,0.8531656212478396
85,0.0,1.0,0.2879007130146748,0.7120992869853252
86,1.0,0.0,0.7377258868087495,0.26227411319125044
87,1.0,1.0,0.4495190786994379,0.5504809213005621
88,0.0,0.0,0.8554762874417576,0.14452371255824228
89,0.0,0.0,0.991424578070451,0.00857542192954896
90,0.0,0.0,0.607038158455448,0.39296184154455205
91,0.0,0.0,0.9744379196897869,0.02556208031021321
92,1.0,1.0,0.062494028454311144,0.9375059715456887
93,0.0,0.0,0.9527378054751822,0.04726219452481788
94,0.0,0.0,0.9956478235982503,0.004352176401749726
95,0.0,0.0,0.990700758537777,0.009299241462223221
96,0.0,0.0,0.5161746561729961,0.483825343827004
97,1.0,1.0,0.018390569268468677,0.9816094307315313
98,0.0,0.0,0.8637549320804435,0.13624506791955643
99,0.0,0.0,0.9276580328629489,0.07234196713705099
100,0.0,0.0,0.9827176586466002,0.01728234135339961
101,0.0,0.0,0.9941550107747894,0.005844989225210649
102,0.0,1.0,0.06177821388665936,0.9382217861133407
103,0.0,0.0,0.5959726828171636,0.4040273171828363
104,0.0,0.0,0.826413135365349,0.17358686463465123
105,0.0,1.0,0.37917937414630076,0.6208206258536991
106,0.0,0.0,0.9895242943111349,0.010475705688865283
107,1.0,1.0,0.028930445414938704,0.9710695545850616
108,0.0,0.0,0.7623108632309739,0.2376891367690261
109,0.0,1.0,0.17152730166806154,0.8284726983319384
110,1.0,0.0,0.9461235153484642,0.053876484651535786
111,0.0,0.0,0.839086775117759,0.16091322488224097
112,0.0,0.0,0.9954396052888619,0.004560394711138247
113,0.0,0.0,0.9503281549109956,0.04967184508900424
114,0.0,1.0,0.1961085402760797,0.8038914597239204
115,0.0,0.0,0.9471534739373786,0.05284652606262138
116,0.0,0.0,0.9930671913313377,0.006932808668662231
117,0.0,0.0,0.995971838212147,0.0040281617878529475
118,0.0,1.0,0.4606742039765269,0.5393257960234731
119,1.0,1.0,0.13172438595926123,0.8682756140407388
120,1.0,1.0,0.1187442265943576,0.8812557734056424
121,0.0,0.0,0.9929640818069517,0.0070359181930482444
122,1.0,1.0,0.44647875094959427,0.5535212490504058
123,0.0,0.0,0.9993700515514303,0.0006299484485696903
124,1.0,1.0,0.40247860152493525,0.5975213984750648
125,0.0,1.0,0.19113700145794071,0.8088629985420595
126,1.0,1.0,0.10015051962982872,0.8998494803701712
127,0.0,0.0,0.9679542156748433,0.032045784325156694
128,1.0,1.0,0.06234366197388106,0.937656338026119
129,0.0,0.0,0.9524509356721497,0.047549064327850506
130,0.0,0.0,0.9421511486061183,0.05784885139388157
131,0.0,0.0,0.998673195667622,0.0013268043323777083
132,0.0,0.0,0.9196899797731268,0.08031002022687336
133,1.0,1.0,0.01764233138861011,0.9823576686113897
134,1.0,1.0,0.031374066394977404,0.9686259336050226
