,y_test,y_pred,y_proba_0,y_proba_1
0,0.0,1.0,0.4116975895506343,0.5883024104493658
1,0.0,0.0,0.9472455660947112,0.05275443390528887
2,1.0,1.0,0.09188224658049123,0.9081177534195086
3,0.0,1.0,0.2845454298142876,0.7154545701857125
4,1.0,1.0,0.11915856602764315,0.8808414339723567
5,0.0,0.0,0.8371156741616159,0.16288432583838403
6,0.0,0.0,0.9686423814448272,0.03135761855517295
7,0.0,0.0,0.9816000439240767,0.018399956075923422
8,0.0,0.0,0.9988937563334348,0.001106243666565206
9,0.0,0.0,0.9989342223051345,0.0010657776948656383
10,0.0,0.0,0.9924251332889279,0.007574866711072027
11,1.0,1.0,0.09940599388688971,0.9005940061131105
12,0.0,0.0,0.9700425755612514,0.02995742443874879
13,1.0,1.0,0.09985806277875728,0.9001419372212427
14,0.0,0.0,0.9448643073719809,0.055135692628019005
15,0.0,0.0,0.7804639029476037,0.21953609705239635
16,0.0,0.0,0.9603889679837343,0.039611032016265486
17,1.0,1.0,0.10815710678742825,0.8918428932125717
18,0.0,0.0,0.7880122298267259,0.21198777017327405
19,1.0,1.0,0.4540034203297248,0.5459965796702752
20,0.0,0.0,0.84184941144876,0.15815058855123984
21,1.0,1.0,0.008576110611429977,0.9914238893885701
22,0.0,1.0,0.2862540340895462,0.7137459659104535
23,0.0,0.0,0.9948272257152219,0.00517277428477826
24,1.0,1.0,0.11724308960761114,0.8827569103923889
25,0.0,0.0,0.997777836027246,0.0022221639727539313
26,0.0,0.0,0.9468186370797032,0.053181362920297015
27,0.0,0.0,0.9648407637450109,0.035159236254989165
28,0.0,0.0,0.5832184520674286,0.41678154793257144
29,0.0,0.0,0.9931306775084275,0.00686932249157268
30,1.0,1.0,0.2384684898770097,0.7615315101229904
31,1.0,1.0,0.10719864710979846,0.8928013528902016
32,0.0,0.0,0.74777082104705,0.25222917895295005
33,0.0,0.0,0.998455314305583,0.0015446856944168201
34,0.0,0.0,0.9982797705389246,0.0017202294610757184
35,0.0,0.0,0.9842413951033322,0.01575860489666797
36,0.0,0.0,0.9926772625138632,0.007322737486136731
37,0.0,0.0,0.9794973504467658,0.02050264955323445
38,0.0,1.0,0.347409910497452,0.6525900895025479
39,1.0,1.0,0.24209935854073686,0.7579006414592633
40,1.0,1.0,0.24678551805392365,0.7532144819460764
41,0.0,0.0,0.9799760705168211,0.020023929483178778
42,0.0,0.0,0.9920868250449416,0.00791317495505817
43,0.0,0.0,0.6992229829970472,0.300777017002953
44,0.0,0.0,0.9858227351245725,0.014177264875427465
45,0.0,0.0,0.9739165016435386,0.026083498356461392
46,0.0,0.0,0.9670253824609624,0.032974617539037444
47,0.0,0.0,0.9877846964420238,0.01221530355797624
48,0.0,0.0,0.9746543262298127,0.025345673770187475
49,0.0,0.0,0.9678401888624053,0.03215981113759447
50,1.0,1.0,0.03292746791647257,0.9670725320835274
51,0.0,0.0,0.9973739822575718,0.0026260177424279087
52,1.0,1.0,0.016012534777305642,0.9839874652226943
53,1.0,1.0,0.014458921283835474,0.9855410787161644
54,0.0,0.0,0.5527939978462719,0.44720600215372813
55,0.0,0.0,0.7362897359128894,0.26371026408711057
56,1.0,1.0,0.00534914256323128,0.9946508574367687
57,0.0,0.0,0.9773287348779179,0.022671265122081945
58,1.0,1.0,0.26217408233125933,0.7378259176687405
59,1.0,1.0,0.1098387254503383,0.8901612745496618
60,1.0,1.0,0.03613158741726522,0.9638684125827348
61,0.0,0.0,0.7531076335082296,0.24689236649177038
62,0.0,0.0,0.983547563755707,0.016452436244293038
63,0.0,0.0,0.9977918932613953,0.0022081067386045604
64,1.0,1.0,0.22638547427132952,0.7736145257286705
65,0.0,0.0,0.9863705165205833,0.013629483479416716
66,0.0,0.0,0.9908370509137712,0.009162949086228953
67,0.0,0.0,0.9240480078036757,0.07595199219632405
68,0.0,0.0,0.9989923573130245,0.0010076426869754138
69,1.0,1.0,0.08540494306745562,0.9145950569325441
70,0.0,0.0,0.9921651235493458,0.007834876450653972
71,0.0,1.0,0.43855349955679956,0.5614465004432004
72,0.0,0.0,0.6790734129341031,0.320926587065897
73,0.0,0.0,0.7406584322930077,0.2593415677069925
74,0.0,0.0,0.9865751070538821,0.013424892946117692
75,0.0,1.0,0.48090770922157555,0.5190922907784243
76,1.0,1.0,0.02124263593273821,0.9787573640672619
77,1.0,1.0,0.04264946670384048,0.9573505332961597
78,0.0,1.0,0.3496822393918143,0.6503177606081858
79,0.0,0.0,0.9926403693331144,0.007359630666885645
80,1.0,1.0,0.14313335603687788,0.8568666439631221
81,1.0,0.0,0.8289764261413011,0.17102357385869907
82,0.0,0.0,0.9477618039364775,0.05223819606352257
83,1.0,1.0,0.09036674998536971,0.9096332500146304
84,1.0,1.0,0.01702590408685085,0.9829740959131492
85,0.0,0.0,0.8200895334798892,0.17991046652011083
86,0.0,0.0,0.9723870619726769,0.027612938027322904
87,0.0,0.0,0.9886635347162352,0.011336465283764696
88,1.0,1.0,0.027118672968988573,0.9728813270310113
89,1.0,0.0,0.6046179856324299,0.39538201436757026
90,0.0,0.0,0.9407735581283128,0.059226441871687185
91,0.0,0.0,0.8722967161317146,0.12770328386828558
